year,name,Africa,America,Asia,"Developing countries, unspecified",Europe,Oceania,note
2017,Poland,176.46,31.24,154.31,56.93,228.52,2.68,"<b>Africa:</b> 176.5 million<br><b>America:</b> 31.2 million<br><b>Asia:</b> 154.3 million<br><b>Developing countries, unspecified:</b> 56.9 million<br><b>Europe:</b> 228.5 million<br><b>Oceania:</b> 2.7 million"
2017,Portugal,176.62,26.29,84.26,37.8,48.76,1.5,"<b>Africa:</b> 176.6 million<br><b>America:</b> 26.3 million<br><b>Asia:</b> 84.3 million<br><b>Developing countries, unspecified:</b> 37.8 million<br><b>Europe:</b> 48.8 million<br><b>Oceania:</b> 1.5 million"
2017,Slovakia,32.08,6.43,20.84,31.98,25.14,0.51,"<b>Africa:</b> 32.1 million<br><b>America:</b> 6.4 million<br><b>Asia:</b> 20.8 million<br><b>Developing countries, unspecified:</b> 32.0 million<br><b>Europe:</b> 25.1 million<br><b>Oceania:</b> 0.5 million"
2017,Slovenia,17.92,3.52,11.38,10.43,30.61,0.36,"<b>Africa:</b> 17.9 million<br><b>America:</b> 3.5 million<br><b>Asia:</b> 11.4 million<br><b>Developing countries, unspecified:</b> 10.4 million<br><b>Europe:</b> 30.6 million<br><b>Oceania:</b> 0.4 million"
2017,South Korea,598.76,230.58,930.95,270.7,2.79,18.66,"<b>Africa:</b> 598.8 million<br><b>America:</b> 230.6 million<br><b>Asia:</b> 930.9 million<br><b>Developing countries, unspecified:</b> 270.7 million<br><b>Europe:</b> 2.8 million<br><b>Oceania:</b> 18.7 million"
2017,Spain,763.02,361.56,459.23,381.96,387.65,12.92,"<b>Africa:</b> 763.0 million<br><b>America:</b> 361.6 million<br><b>Asia:</b> 459.2 million<br><b>Developing countries, unspecified:</b> 382.0 million<br><b>Europe:</b> 387.6 million<br><b>Oceania:</b> 12.9 million"
2017,Sweden,1844.67,203.09,1058.1,2101.35,295.75,14.82,"<b>Africa:</b> 1,844.7 million<br><b>America:</b> 203.1 million<br><b>Asia:</b> 1,058.1 million<br><b>Developing countries, unspecified:</b> 2,101.3 million<br><b>Europe:</b> 295.8 million<br><b>Oceania:</b> 14.8 million"
2017,Switzerland,938.73,234.67,765.69,935.6,189.18,11.7,"<b>Africa:</b> 938.7 million<br><b>America:</b> 234.7 million<br><b>Asia:</b> 765.7 million<br><b>Developing countries, unspecified:</b> 935.6 million<br><b>Europe:</b> 189.2 million<br><b>Oceania:</b> 11.7 million"
2017,United Kingdom,7321.76,694.78,4576.58,4110.12,813.53,62.84,"<b>Africa:</b> 7,321.8 million<br><b>America:</b> 694.8 million<br><b>Asia:</b> 4,576.6 million<br><b>Developing countries, unspecified:</b> 4,110.1 million<br><b>Europe:</b> 813.5 million<br><b>Oceania:</b> 62.8 million"
2017,United States,13611.41,2309.38,8069.51,9652.67,709.24,252.32,"<b>Africa:</b> 13,611.4 million<br><b>America:</b> 2,309.4 million<br><b>Asia:</b> 8,069.5 million<br><b>Developing countries, unspecified:</b> 9,652.7 million<br><b>Europe:</b> 709.2 million<br><b>Oceania:</b> 252.3 million"
2018,Australia,216.56,20.73,1277.9,742.51,4.87,852.26,"<b>Africa:</b> 216.6 million<br><b>America:</b> 20.7 million<br><b>Asia:</b> 1,277.9 million<br><b>Developing countries, unspecified:</b> 742.5 million<br><b>Europe:</b> 4.9 million<br><b>Oceania:</b> 852.3 million"
2018,Austria,394.77,69.63,294.57,167.4,224.66,8.3,"<b>Africa:</b> 394.8 million<br><b>America:</b> 69.6 million<br><b>Asia:</b> 294.6 million<br><b>Developing countries, unspecified:</b> 167.4 million<br><b>Europe:</b> 224.7 million<br><b>Oceania:</b> 8.3 million"
2018,Belgium,887.76,134.14,372.35,762.1,161.72,10.06,"<b>Africa:</b> 887.8 million<br><b>America:</b> 134.1 million<br><b>Asia:</b> 372.4 million<br><b>Developing countries, unspecified:</b> 762.1 million<br><b>Europe:</b> 161.7 million<br><b>Oceania:</b> 10.1 million"
2018,Canada,1921.47,477.15,1323.66,725.96,84.52,22.9,"<b>Africa:</b> 1,921.5 million<br><b>America:</b> 477.1 million<br><b>Asia:</b> 1,323.7 million<br><b>Developing countries, unspecified:</b> 726.0 million<br><b>Europe:</b> 84.5 million<br><b>Oceania:</b> 22.9 million"
2018,Czech Republic,86.6,15.84,63.4,66.01,68.87,1.58,"<b>Africa:</b> 86.6 million<br><b>America:</b> 15.8 million<br><b>Asia:</b> 63.4 million<br><b>Developing countries, unspecified:</b> 66.0 million<br><b>Europe:</b> 68.9 million<br><b>Oceania:</b> 1.6 million"
2018,Denmark,737.12,84.93,545.38,1048.88,139.5,9.25,"<b>Africa:</b> 737.1 million<br><b>America:</b> 84.9 million<br><b>Asia:</b> 545.4 million<br><b>Developing countries, unspecified:</b> 1,048.9 million<br><b>Europe:</b> 139.5 million<br><b>Oceania:</b> 9.2 million"
2018,EU Institutions,6837.5,1362.45,4338.89,1865.92,2573.0,138.06,"<b>Africa:</b> 6,837.5 million<br><b>America:</b> 1,362.5 million<br><b>Asia:</b> 4,338.9 million<br><b>Developing countries, unspecified:</b> 1,865.9 million<br><b>Europe:</b> 2,573.0 million<br><b>Oceania:</b> 138.1 million"
2018,Finland,348.13,34.79,275.19,237.27,77.46,4.93,"<b>Africa:</b> 348.1 million<br><b>America:</b> 34.8 million<br><b>Asia:</b> 275.2 million<br><b>Developing countries, unspecified:</b> 237.3 million<br><b>Europe:</b> 77.5 million<br><b>Oceania:</b> 4.9 million"
2018,France,5314.17,1351.91,2874.17,2306.63,856.5,148.54,"<b>Africa:</b> 5,314.2 million<br><b>America:</b> 1,351.9 million<br><b>Asia:</b> 2,874.2 million<br><b>Developing countries, unspecified:</b> 2,306.6 million<br><b>Europe:</b> 856.5 million<br><b>Oceania:</b> 148.5 million"
2018,Germany,7040.1,1820.72,7550.1,7401.57,1691.93,101.77,"<b>Africa:</b> 7,040.1 million<br><b>America:</b> 1,820.7 million<br><b>Asia:</b> 7,550.1 million<br><b>Developing countries, unspecified:</b> 7,401.6 million<br><b>Europe:</b> 1,691.9 million<br><b>Oceania:</b> 101.8 million"
2018,Greece,90.25,16.7,53.76,55.57,59.59,1.88,"<b>Africa:</b> 90.2 million<br><b>America:</b> 16.7 million<br><b>Asia:</b> 53.8 million<br><b>Developing countries, unspecified:</b> 55.6 million<br><b>Europe:</b> 59.6 million<br><b>Oceania:</b> 1.9 million"
2018,Hungary,80.27,14.1,114.2,27.04,43.73,1.18,"<b>Africa:</b> 80.3 million<br><b>America:</b> 14.1 million<br><b>Asia:</b> 114.2 million<br><b>Developing countries, unspecified:</b> 27.0 million<br><b>Europe:</b> 43.7 million<br><b>Oceania:</b> 1.2 million"
2018,Iceland,30.46,1.04,10.74,31.09,0.62,0.19,"<b>Africa:</b> 30.5 million<br><b>America:</b> 1.0 million<br><b>Asia:</b> 10.7 million<br><b>Developing countries, unspecified:</b> 31.1 million<br><b>Europe:</b> 0.6 million<br><b>Oceania:</b> 0.2 million"
2018,Ireland,427.64,35.58,161.4,233.51,63.75,5.0,"<b>Africa:</b> 427.6 million<br><b>America:</b> 35.6 million<br><b>Asia:</b> 161.4 million<br><b>Developing countries, unspecified:</b> 233.5 million<br><b>Europe:</b> 63.8 million<br><b>Oceania:</b> 5.0 million"
2018,Italy,1584.67,179.21,1021.72,1640.64,546.58,30.56,"<b>Africa:</b> 1,584.7 million<br><b>America:</b> 179.2 million<br><b>Asia:</b> 1,021.7 million<br><b>Developing countries, unspecified:</b> 1,640.6 million<br><b>Europe:</b> 546.6 million<br><b>Oceania:</b> 30.6 million"
2018,Japan,3517.03,352.52,3604.1,2162.72,16.41,289.78,"<b>Africa:</b> 3,517.0 million<br><b>America:</b> 352.5 million<br><b>Asia:</b> 3,604.1 million<br><b>Developing countries, unspecified:</b> 2,162.7 million<br><b>Europe:</b> 16.4 million<br><b>Oceania:</b> 289.8 million"
2018,Luxembourg,210.17,35.92,107.55,90.51,23.21,1.41,"<b>Africa:</b> 210.2 million<br><b>America:</b> 35.9 million<br><b>Asia:</b> 107.5 million<br><b>Developing countries, unspecified:</b> 90.5 million<br><b>Europe:</b> 23.2 million<br><b>Oceania:</b> 1.4 million"
2018,Netherlands,1677.38,130.34,905.43,2691.35,184.15,20.71,"<b>Africa:</b> 1,677.4 million<br><b>America:</b> 130.3 million<br><b>Asia:</b> 905.4 million<br><b>Developing countries, unspecified:</b> 2,691.3 million<br><b>Europe:</b> 184.2 million<br><b>Oceania:</b> 20.7 million"
2018,New Zealand,37.79,9.18,106.11,47.16,0.93,328.02,"<b>Africa:</b> 37.8 million<br><b>America:</b> 9.2 million<br><b>Asia:</b> 106.1 million<br><b>Developing countries, unspecified:</b> 47.2 million<br><b>Europe:</b> 0.9 million<br><b>Oceania:</b> 328.0 million"
2018,Norway,1299.4,241.32,939.14,1627.01,86.64,14.67,"<b>Africa:</b> 1,299.4 million<br><b>America:</b> 241.3 million<br><b>Asia:</b> 939.1 million<br><b>Developing countries, unspecified:</b> 1,627.0 million<br><b>Europe:</b> 86.6 million<br><b>Oceania:</b> 14.7 million"
2018,Poland,215.78,35.98,204.1,70.35,224.9,3.61,"<b>Africa:</b> 215.8 million<br><b>America:</b> 36.0 million<br><b>Asia:</b> 204.1 million<br><b>Developing countries, unspecified:</b> 70.4 million<br><b>Europe:</b> 224.9 million<br><b>Oceania:</b> 3.6 million"
2018,Portugal,166.79,22.89,89.43,55.17,46.43,2.25,"<b>Africa:</b> 166.8 million<br><b>America:</b> 22.9 million<br><b>Asia:</b> 89.4 million<br><b>Developing countries, unspecified:</b> 55.2 million<br><b>Europe:</b> 46.4 million<br><b>Oceania:</b> 2.2 million"
2018,Slovakia,38.58,7.32,25.14,35.79,24.46,0.81,"<b>Africa:</b> 38.6 million<br><b>America:</b> 7.3 million<br><b>Asia:</b> 25.1 million<br><b>Developing countries, unspecified:</b> 35.8 million<br><b>Europe:</b> 24.5 million<br><b>Oceania:</b> 0.8 million"
2018,Slovenia,19.88,3.74,12.94,13.92,31.52,0.42,"<b>Africa:</b> 19.9 million<br><b>America:</b> 3.7 million<br><b>Asia:</b> 12.9 million<br><b>Developing countries, unspecified:</b> 13.9 million<br><b>Europe:</b> 31.5 million<br><b>Oceania:</b> 0.4 million"
2018,South Korea,707.29,262.6,1111.11,289.59,-3.39,25.15,"<b>Africa:</b> 707.3 million<br><b>America:</b> 262.6 million<br><b>Asia:</b> 1,111.1 million<br><b>Developing countries, unspecified:</b> 289.6 million<br><b>Europe:</b> -3.4 million<br><b>Oceania:</b> 25.1 million"
2018,Spain,767.66,471.74,536.58,428.59,326.81,19.05,"<b>Africa:</b> 767.7 million<br><b>America:</b> 471.7 million<br><b>Asia:</b> 536.6 million<br><b>Developing countries, unspecified:</b> 428.6 million<br><b>Europe:</b> 326.8 million<br><b>Oceania:</b> 19.1 million"
2018,Sweden,2054.08,260.26,1159.55,2023.58,296.12,27.9,"<b>Africa:</b> 2,054.1 million<br><b>America:</b> 260.3 million<br><b>Asia:</b> 1,159.5 million<br><b>Developing countries, unspecified:</b> 2,023.6 million<br><b>Europe:</b> 296.1 million<br><b>Oceania:</b> 27.9 million"
2018,Switzerland,931.5,221.24,754.07,942.49,180.53,9.51,"<b>Africa:</b> 931.5 million<br><b>America:</b> 221.2 million<br><b>Asia:</b> 754.1 million<br><b>Developing countries, unspecified:</b> 942.5 million<br><b>Europe:</b> 180.5 million<br><b>Oceania:</b> 9.5 million"
2018,United Kingdom,7181.0,800.25,5119.86,5170.63,729.39,119.91,"<b>Africa:</b> 7,181.0 million<br><b>America:</b> 800.2 million<br><b>Asia:</b> 5,119.9 million<br><b>Developing countries, unspecified:</b> 5,170.6 million<br><b>Europe:</b> 729.4 million<br><b>Oceania:</b> 119.9 million"
2018,United States,12679.1,2210.65,7752.14,9965.26,597.51,229.91,"<b>Africa:</b> 12,679.1 million<br><b>America:</b> 2,210.7 million<br><b>Asia:</b> 7,752.1 million<br><b>Developing countries, unspecified:</b> 9,965.3 million<br><b>Europe:</b> 597.5 million<br><b>Oceania:</b> 229.9 million"
2019,Australia,185.14,46.99,1149.14,525.69,47.09,824.13,"<b>Africa:</b> 185.1 million<br><b>America:</b> 47.0 million<br><b>Asia:</b> 1,149.1 million<br><b>Developing countries, unspecified:</b> 525.7 million<br><b>Europe:</b> 47.1 million<br><b>Oceania:</b> 824.1 million"
2019,Austria,431.31,75.66,305.39,170.32,203.82,7.81,"<b>Africa:</b> 431.3 million<br><b>America:</b> 75.7 million<br><b>Asia:</b> 305.4 million<br><b>Developing countries, unspecified:</b> 170.3 million<br><b>Europe:</b> 203.8 million<br><b>Oceania:</b> 7.8 million"
2019,Belgium,905.13,107.19,346.57,621.61,151.26,9.88,"<b>Africa:</b> 905.1 million<br><b>America:</b> 107.2 million<br><b>Asia:</b> 346.6 million<br><b>Developing countries, unspecified:</b> 621.6 million<br><b>Europe:</b> 151.3 million<br><b>Oceania:</b> 9.9 million"
2019,Canada,1725.62,570.55,1325.79,703.69,-35.75,22.36,"<b>Africa:</b> 1,725.6 million<br><b>America:</b> 570.5 million<br><b>Asia:</b> 1,325.8 million<br><b>Developing countries, unspecified:</b> 703.7 million<br><b>Europe:</b> -35.7 million<br><b>Oceania:</b> 22.4 million"
2019,Czech Republic,97.28,13.15,61.92,34.41,85.67,1.64,"<b>Africa:</b> 97.3 million<br><b>America:</b> 13.2 million<br><b>Asia:</b> 61.9 million<br><b>Developing countries, unspecified:</b> 34.4 million<br><b>Europe:</b> 85.7 million<br><b>Oceania:</b> 1.6 million"
2019,Denmark,845.96,40.41,496.52,979.97,100.7,5.36,"<b>Africa:</b> 846.0 million<br><b>America:</b> 40.4 million<br><b>Asia:</b> 496.5 million<br><b>Developing countries, unspecified:</b> 980.0 million<br><b>Europe:</b> 100.7 million<br><b>Oceania:</b> 5.4 million"
2019,EU Institutions,6985.52,787.9,3500.83,1740.65,2102.6,144.0,"<b>Africa:</b> 6,985.5 million<br><b>America:</b> 787.9 million<br><b>Asia:</b> 3,500.8 million<br><b>Developing countries, unspecified:</b> 1,740.7 million<br><b>Europe:</b> 2,102.6 million<br><b>Oceania:</b> 144.0 million"
2019,Finland,419.94,33.78,254.75,309.99,86.53,4.94,"<b>Africa:</b> 419.9 million<br><b>America:</b> 33.8 million<br><b>Asia:</b> 254.8 million<br><b>Developing countries, unspecified:</b> 310.0 million<br><b>Europe:</b> 86.5 million<br><b>Oceania:</b> 4.9 million"
2019,France,5018.79,831.1,2384.89,2730.72,691.36,171.5,"<b>Africa:</b> 5,018.8 million<br><b>America:</b> 831.1 million<br><b>Asia:</b> 2,384.9 million<br><b>Developing countries, unspecified:</b> 2,730.7 million<br><b>Europe:</b> 691.4 million<br><b>Oceania:</b> 171.5 million"
2019,Germany,7056.51,1460.76,6605.9,7113.75,1509.03,55.45,"<b>Africa:</b> 7,056.5 million<br><b>America:</b> 1,460.8 million<br><b>Asia:</b> 6,605.9 million<br><b>Developing countries, unspecified:</b> 7,113.8 million<br><b>Europe:</b> 1,509.0 million<br><b>Oceania:</b> 55.5 million"
2019,Greece,88.52,10.93,41.75,157.42,50.09,1.7,"<b>Africa:</b> 88.5 million<br><b>America:</b> 10.9 million<br><b>Asia:</b> 41.8 million<br><b>Developing countries, unspecified:</b> 157.4 million<br><b>Europe:</b> 50.1 million<br><b>Oceania:</b> 1.7 million"
2019,Hungary,87.3,12.33,112.21,30.45,52.53,1.12,"<b>Africa:</b> 87.3 million<br><b>America:</b> 12.3 million<br><b>Asia:</b> 112.2 million<br><b>Developing countries, unspecified:</b> 30.4 million<br><b>Europe:</b> 52.5 million<br><b>Oceania:</b> 1.1 million"
2019,Iceland,23.06,0.65,7.59,27.23,0.45,0.06,"<b>Africa:</b> 23.1 million<br><b>America:</b> 0.7 million<br><b>Asia:</b> 7.6 million<br><b>Developing countries, unspecified:</b> 27.2 million<br><b>Europe:</b> 0.4 million<br><b>Oceania:</b> 0.1 million"
2019,Ireland,430.52,33.14,154.08,260.29,58.15,8.11,"<b>Africa:</b> 430.5 million<br><b>America:</b> 33.1 million<br><b>Asia:</b> 154.1 million<br><b>Developing countries, unspecified:</b> 260.3 million<br><b>Europe:</b> 58.1 million<br><b>Oceania:</b> 8.1 million"
2019,Italy,1665.33,121.65,849.51,885.15,509.63,24.29,"<b>Africa:</b> 1,665.3 million<br><b>America:</b> 121.6 million<br><b>Asia:</b> 849.5 million<br><b>Developing countries, unspecified:</b> 885.2 million<br><b>Europe:</b> 509.6 million<br><b>Oceania:</b> 24.3 million"
2019,Japan,3680.63,443.07,4985.86,2046.25,27.66,245.55,"<b>Africa:</b> 3,680.6 million<br><b>America:</b> 443.1 million<br><b>Asia:</b> 4,985.9 million<br><b>Developing countries, unspecified:</b> 2,046.2 million<br><b>Europe:</b> 27.7 million<br><b>Oceania:</b> 245.6 million"
2019,Luxembourg,215.19,21.11,99.09,107.7,21.44,0.84,"<b>Africa:</b> 215.2 million<br><b>America:</b> 21.1 million<br><b>Asia:</b> 99.1 million<br><b>Developing countries, unspecified:</b> 107.7 million<br><b>Europe:</b> 21.4 million<br><b>Oceania:</b> 0.8 million"
2019,Netherlands,1606.98,95.93,698.1,2528.33,173.82,14.74,"<b>Africa:</b> 1,607.0 million<br><b>America:</b> 95.9 million<br><b>Asia:</b> 698.1 million<br><b>Developing countries, unspecified:</b> 2,528.3 million<br><b>Europe:</b> 173.8 million<br><b>Oceania:</b> 14.7 million"
2019,New Zealand,40.26,12.26,105.13,44.82,1.0,314.78,"<b>Africa:</b> 40.3 million<br><b>America:</b> 12.3 million<br><b>Asia:</b> 105.1 million<br><b>Developing countries, unspecified:</b> 44.8 million<br><b>Europe:</b> 1.0 million<br><b>Oceania:</b> 314.8 million"
2019,Norway,1285.91,246.52,922.2,1630.67,97.79,9.34,"<b>Africa:</b> 1,285.9 million<br><b>America:</b> 246.5 million<br><b>Asia:</b> 922.2 million<br><b>Developing countries, unspecified:</b> 1,630.7 million<br><b>Europe:</b> 97.8 million<br><b>Oceania:</b> 9.3 million"
2019,Poland,227.74,31.62,152.61,66.78,244.62,4.1,"<b>Africa:</b> 227.7 million<br><b>America:</b> 31.6 million<br><b>Asia:</b> 152.6 million<br><b>Developing countries, unspecified:</b> 66.8 million<br><b>Europe:</b> 244.6 million<br><b>Oceania:</b> 4.1 million"
2019,Portugal,179.66,21.49,70.72,46.06,43.28,1.87,"<b>Africa:</b> 179.7 million<br><b>America:</b> 21.5 million<br><b>Asia:</b> 70.7 million<br><b>Developing countries, unspecified:</b> 46.1 million<br><b>Europe:</b> 43.3 million<br><b>Oceania:</b> 1.9 million"
2019,Slovakia,38.46,5.87,20.66,17.12,25.15,0.76,"<b>Africa:</b> 38.5 million<br><b>America:</b> 5.9 million<br><b>Asia:</b> 20.7 million<br><b>Developing countries, unspecified:</b> 17.1 million<br><b>Europe:</b> 25.1 million<br><b>Oceania:</b> 0.8 million"
2019,Slovenia,21.55,3.4,12.22,13.65,32.27,0.48,"<b>Africa:</b> 21.5 million<br><b>America:</b> 3.4 million<br><b>Asia:</b> 12.2 million<br><b>Developing countries, unspecified:</b> 13.7 million<br><b>Europe:</b> 32.3 million<br><b>Oceania:</b> 0.5 million"
2019,South Korea,769.36,274.52,1174.58,207.32,7.46,21.47,"<b>Africa:</b> 769.4 million<br><b>America:</b> 274.5 million<br><b>Asia:</b> 1,174.6 million<br><b>Developing countries, unspecified:</b> 207.3 million<br><b>Europe:</b> 7.5 million<br><b>Oceania:</b> 21.5 million"
2019,Spain,827.41,484.63,482.0,461.02,312.92,18.14,"<b>Africa:</b> 827.4 million<br><b>America:</b> 484.6 million<br><b>Asia:</b> 482.0 million<br><b>Developing countries, unspecified:</b> 461.0 million<br><b>Europe:</b> 312.9 million<br><b>Oceania:</b> 18.1 million"
2019,Sweden,1960.36,198.36,1035.01,1546.52,313.75,15.16,"<b>Africa:</b> 1,960.4 million<br><b>America:</b> 198.4 million<br><b>Asia:</b> 1,035.0 million<br><b>Developing countries, unspecified:</b> 1,546.5 million<br><b>Europe:</b> 313.8 million<br><b>Oceania:</b> 15.2 million"
2019,Switzerland,933.7,278.71,702.39,910.11,204.43,5.87,"<b>Africa:</b> 933.7 million<br><b>America:</b> 278.7 million<br><b>Asia:</b> 702.4 million<br><b>Developing countries, unspecified:</b> 910.1 million<br><b>Europe:</b> 204.4 million<br><b>Oceania:</b> 5.9 million"
2019,United Kingdom,6695.55,771.61,4536.81,6112.19,803.26,64.52,"<b>Africa:</b> 6,695.6 million<br><b>America:</b> 771.6 million<br><b>Asia:</b> 4,536.8 million<br><b>Developing countries, unspecified:</b> 6,112.2 million<br><b>Europe:</b> 803.3 million<br><b>Oceania:</b> 64.5 million"
2019,United States,11651.83,2175.68,7657.93,9995.66,551.8,173.7,"<b>Africa:</b> 11,651.8 million<br><b>America:</b> 2,175.7 million<br><b>Asia:</b> 7,657.9 million<br><b>Developing countries, unspecified:</b> 9,995.7 million<br><b>Europe:</b> 551.8 million<br><b>Oceania:</b> 173.7 million"
2020,Australia,209.53,17.6,1088.62,599.24,9.72,795.09,"<b>Africa:</b> 209.5 million<br><b>America:</b> 17.6 million<br><b>Asia:</b> 1,088.6 million<br><b>Developing countries, unspecified:</b> 599.2 million<br><b>Europe:</b> 9.7 million<br><b>Oceania:</b> 795.1 million"
2020,Austria,468.06,79.95,273.7,224.81,233.79,7.82,"<b>Africa:</b> 468.1 million<br><b>America:</b> 80.0 million<br><b>Asia:</b> 273.7 million<br><b>Developing countries, unspecified:</b> 224.8 million<br><b>Europe:</b> 233.8 million<br><b>Oceania:</b> 7.8 million"
2020,Belgium,990.44,120.39,372.48,613.46,178.91,9.85,"<b>Africa:</b> 990.4 million<br><b>America:</b> 120.4 million<br><b>Asia:</b> 372.5 million<br><b>Developing countries, unspecified:</b> 613.5 million<br><b>Europe:</b> 178.9 million<br><b>Oceania:</b> 9.8 million"
2020,Canada,1890.07,614.14,1326.54,886.57,-58.66,46.69,"<b>Africa:</b> 1,890.1 million<br><b>America:</b> 614.1 million<br><b>Asia:</b> 1,326.5 million<br><b>Developing countries, unspecified:</b> 886.6 million<br><b>Europe:</b> -58.7 million<br><b>Oceania:</b> 46.7 million"
2020,Czech Republic,98.81,15.14,65.48,31.92,68.57,1.35,"<b>Africa:</b> 98.8 million<br><b>America:</b> 15.1 million<br><b>Asia:</b> 65.5 million<br><b>Developing countries, unspecified:</b> 31.9 million<br><b>Europe:</b> 68.6 million<br><b>Oceania:</b> 1.4 million"
2020,Denmark,967.19,68.71,490.23,889.81,120.19,9.05,"<b>Africa:</b> 967.2 million<br><b>America:</b> 68.7 million<br><b>Asia:</b> 490.2 million<br><b>Developing countries, unspecified:</b> 889.8 million<br><b>Europe:</b> 120.2 million<br><b>Oceania:</b> 9.0 million"
2020,EU Institutions,9247.97,1316.73,4612.83,2007.66,3728.39,136.31,"<b>Africa:</b> 9,248.0 million<br><b>America:</b> 1,316.7 million<br><b>Asia:</b> 4,612.8 million<br><b>Developing countries, unspecified:</b> 2,007.7 million<br><b>Europe:</b> 3,728.4 million<br><b>Oceania:</b> 136.3 million"
2020,Finland,488.48,49.22,317.34,262.93,87.7,6.2,"<b>Africa:</b> 488.5 million<br><b>America:</b> 49.2 million<br><b>Asia:</b> 317.3 million<br><b>Developing countries, unspecified:</b> 262.9 million<br><b>Europe:</b> 87.7 million<br><b>Oceania:</b> 6.2 million"
2020,France,6841.16,1709.03,2999.62,3015.15,894.59,190.55,"<b>Africa:</b> 6,841.2 million<br><b>America:</b> 1,709.0 million<br><b>Asia:</b> 2,999.6 million<br><b>Developing countries, unspecified:</b> 3,015.1 million<br><b>Europe:</b> 894.6 million<br><b>Oceania:</b> 190.6 million"
2020,Germany,8885.63,1846.56,7860.21,8435.98,1864.82,64.44,"<b>Africa:</b> 8,885.6 million<br><b>America:</b> 1,846.6 million<br><b>Asia:</b> 7,860.2 million<br><b>Developing countries, unspecified:</b> 8,436.0 million<br><b>Europe:</b> 1,864.8 million<br><b>Oceania:</b> 64.4 million"
2020,Greece,93.4,13.48,45.41,101.59,56.0,1.35,"<b>Africa:</b> 93.4 million<br><b>America:</b> 13.5 million<br><b>Asia:</b> 45.4 million<br><b>Developing countries, unspecified:</b> 101.6 million<br><b>Europe:</b> 56.0 million<br><b>Oceania:</b> 1.4 million"
2020,Hungary,93.23,20.18,136.49,40.05,120.2,1.15,"<b>Africa:</b> 93.2 million<br><b>America:</b> 20.2 million<br><b>Asia:</b> 136.5 million<br><b>Developing countries, unspecified:</b> 40.0 million<br><b>Europe:</b> 120.2 million<br><b>Oceania:</b> 1.2 million"
2020,Iceland,21.64,1.31,7.23,24.16,0.76,0.08,"<b>Africa:</b> 21.6 million<br><b>America:</b> 1.3 million<br><b>Asia:</b> 7.2 million<br><b>Developing countries, unspecified:</b> 24.2 million<br><b>Europe:</b> 0.8 million<br><b>Oceania:</b> 0.1 million"
2020,Ireland,464.94,37.69,164.57,215.54,68.09,5.42,"<b>Africa:</b> 464.9 million<br><b>America:</b> 37.7 million<br><b>Asia:</b> 164.6 million<br><b>Developing countries, unspecified:</b> 215.5 million<br><b>Europe:</b> 68.1 million<br><b>Oceania:</b> 5.4 million"
2020,Italy,1763.51,354.79,834.6,617.19,545.53,22.25,"<b>Africa:</b> 1,763.5 million<br><b>America:</b> 354.8 million<br><b>Asia:</b> 834.6 million<br><b>Developing countries, unspecified:</b> 617.2 million<br><b>Europe:</b> 545.5 million<br><b>Oceania:</b> 22.2 million"
2020,Japan,2817.33,628.32,7062.49,2449.82,-25.63,384.02,"<b>Africa:</b> 2,817.3 million<br><b>America:</b> 628.3 million<br><b>Asia:</b> 7,062.5 million<br><b>Developing countries, unspecified:</b> 2,449.8 million<br><b>Europe:</b> -25.6 million<br><b>Oceania:</b> 384.0 million"
2020,Luxembourg,209.34,20.41,101.6,87.26,19.65,1.31,"<b>Africa:</b> 209.3 million<br><b>America:</b> 20.4 million<br><b>Asia:</b> 101.6 million<br><b>Developing countries, unspecified:</b> 87.3 million<br><b>Europe:</b> 19.6 million<br><b>Oceania:</b> 1.3 million"
2020,Netherlands,1509.75,102.97,649.09,2755.42,196.01,14.58,"<b>Africa:</b> 1,509.8 million<br><b>America:</b> 103.0 million<br><b>Asia:</b> 649.1 million<br><b>Developing countries, unspecified:</b> 2,755.4 million<br><b>Europe:</b> 196.0 million<br><b>Oceania:</b> 14.6 million"
2020,New Zealand,38.51,6.4,104.52,43.85,0.75,294.66,"<b>Africa:</b> 38.5 million<br><b>America:</b> 6.4 million<br><b>Asia:</b> 104.5 million<br><b>Developing countries, unspecified:</b> 43.9 million<br><b>Europe:</b> 0.8 million<br><b>Oceania:</b> 294.7 million"
2020,Norway,1247.09,191.62,890.44,1661.49,85.55,14.57,"<b>Africa:</b> 1,247.1 million<br><b>America:</b> 191.6 million<br><b>Asia:</b> 890.4 million<br><b>Developing countries, unspecified:</b> 1,661.5 million<br><b>Europe:</b> 85.6 million<br><b>Oceania:</b> 14.6 million"
2020,Poland,249.27,40.48,148.81,63.27,275.2,3.4,"<b>Africa:</b> 249.3 million<br><b>America:</b> 40.5 million<br><b>Asia:</b> 148.8 million<br><b>Developing countries, unspecified:</b> 63.3 million<br><b>Europe:</b> 275.2 million<br><b>Oceania:</b> 3.4 million"
2020,Portugal,163.49,25.88,112.35,48.28,54.47,1.49,"<b>Africa:</b> 163.5 million<br><b>America:</b> 25.9 million<br><b>Asia:</b> 112.3 million<br><b>Developing countries, unspecified:</b> 48.3 million<br><b>Europe:</b> 54.5 million<br><b>Oceania:</b> 1.5 million"
